Alias_List,Alias_Group,Alias_Icon,Alias_Color,RID_Name,Alias_Type,RID_ID,Alias_Prot
NSWGRN,NSWFR,,-8388480,NSWFR - Pumper 388 - Mullumbimby,radio,2073732,APCO25
NSWGRN,NSWFR,,-8388480,NSWFR - Pumper 488 - Shellharbour,radio,2073770,APCO25
NSWGRN,NSWFR,,-8388480,NSWFR - Pumper 10 - Redfern,radio,2073771,APCO25
NSWGRN,NSWFR,,-8388480,NSWFR - Pumper 295 - Forster,radio,2073777,APCO25
NSWGRN,NSWFR,,-8388480,NSWFR - RP 449 - South West Rocks,radio,2073781,APCO25
NSWGRN,NSWFR,,-8388480,NSWFR - CP 399 - Narrabri,radio,2073787,APCO25
NSWGRN,NSWFR,,-8388480,NSWFR - Pumper 280 Alpha - Dubbo,radio,2073791,APCO25
NSWGRN,NSWFR,,-8388480,NSWFR - Hazmat 280 - Dubbo,radio,2073804,APCO25
NSWGRN,NSWFR,,-8388480,NSWFR - CP 219 - Bega,radio,2073830,APCO25
NSWGRN,NSWFR,,-8388480,NSWFR - DC Newcastle 1,radio,2073846,APCO25
NSWGRN,NSWFR,,-8388480,NSWFR - DC - Newcastle 2,radio,2073855,APCO25
NSWGRN,NSWFR,,-8388480,NSWFR - RP 217 - Batemans Bay,radio,2075044,APCO25
NSWGRN,NSWFR,,-8388480,NSWFR - RP 217 - Batemans Bay,radio,2075074,APCO25
NSWGRN,NSWFR,,-8388480,NSWFR - RP 235 - Bowraville,radio,2075076,APCO25
NSWGRN,NSWFR,,-8388480,NSWFR - CP 455 - Rutherford,radio,2075303,APCO25
NSWGRN,NSWFR,,-8388480,NSWFR - CP 455 - Rutherford,radio,2075316,APCO25
NSWGRN,NSWFR,,-8388480,NSWFR - RP 241 - Bulli,radio,2076686,APCO25
NSWGRN,NSWFR,,-8388480,NSWFR - RP 503 - Wollongong,radio,2076765,APCO25
NSWGRN,NSWFR,,-8388480,NSWFR - Pumper 391 - Murwillumbah,radio,2078364,APCO25
NSWGRN,NSWFR,,-8388480,NSWFR - Pumper 242 - Bundanoon,radio,2078738,APCO25
NSWGRN,NSWFR,,-8388480,NSWFR - RP 511 - Yass,radio,2078843,APCO25
NSWGRN,NSWFR,,-8388480,NSWFR - Pumper 417 - Parkes,radio,2079147,APCO25
NSWGRN,NSWFR,,-8388480,NSWFR - Pumper 105 - Kelso,radio,2079263,APCO25
NSWGRN,NSWFR,,-8388480,NSWFR - Pumper 105 - Kelso,radio,2079283,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Aero 92,radio,2310342,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Air Medical Control,radio,2310382,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Hospital - Royal Prince Alfred,radio,2310542,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Hawksburry River Station,radio,2310555,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 256 - Doyalson,radio,2310559,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Doyalson Station,radio,2310562,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Point Clare Station,radio,2310575,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Wyong Station,radio,2310584,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Bateau Bay Station,radio,2310587,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 223 - Terrigal,radio,2310592,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Ettalong Station,radio,2310597,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - SOP 37,radio,2310660,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 18,radio,2310663,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Hospital - Liverpool,radio,2310718,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Hospital - Campbelltown,radio,2310751,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Hospital - HRM - Gosford Hospital,radio,2310784,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Hospital - Prince of Wales,radio,2310883,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Southern - Illawarra Ops,radio,2311527,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 13,radio,2311569,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Hospital - Campbelltown,radio,2311590,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 2,radio,2311594,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 7,radio,2311600,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Hospital - Bankstown,radio,2311604,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Hospital - St Vincent's,radio,2311606,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Hospital - Blue Mountains,radio,2311619,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Hospital - Westmead,radio,2311642,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Careflight 4,radio,2311674,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - St Ives Station,radio,2311687,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - SOP 39,radio,2311751,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - NETS Ops,radio,2311836,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Ryde Station,radio,2311921,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Hospital - St George,radio,2311922,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Hospital - Westmead Childrens,radio,2311925,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Hospital - Royal North Shore,radio,2311932,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Hospital - Westmead,radio,2311980,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 15,radio,2311988,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Ambulance 293,radio,2311994,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Ambulance 231,radio,2311995,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Hospital - Nepean,radio,2312913,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 16,radio,2312930,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - PT - The Hub,radio,2312974,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Cardiff Station,radio,2313033,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Toll Rescue 209,radio,2313156,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Toll Rescue 204,radio,2313157,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Toll Rescue 203,radio,2313158,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Toll Rescue 201,radio,2313159,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Toll Rescue 202,radio,2313160,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Toll Rescue 206,radio,2313162,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Westpac 1,radio,2313163,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Westpac 2,radio,2313164,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Westpac 3,radio,2313165,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Westpac 4,radio,2313166,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Careflight 4 ?,radio,2314038,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Toll Rescue 207,radio,2314063,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Toll Rescue 208,radio,2314064,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 234 - Hawksburry River,radio,2315002,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 230 - Wyong,radio,2315005,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 204 - Point Clare,radio,2315008,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - SOP 30,radio,2315015,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 231 - Wyong,radio,2315019,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 226 - Toukley,radio,2315040,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 207,radio,2315047,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 205 - Point Clare,radio,2315084,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 977,radio,2315102,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 202 - Ettalong,radio,2315106,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 200,radio,2315145,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 961 - Bateau Bay,radio,2315198,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Aeromed 91,radio,2315209,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Belrose Station,radio,2315213,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 957 - Toukley,radio,2315217,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 225,radio,2315218,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 227 - Toukley,radio,2315219,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 223 - Terrigal,radio,2315222,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Balgowlah Station,radio,2315238,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Avalon Station,radio,2315242,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Inspector 84,radio,2315288,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Aeromed 202,radio,2315316,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Inspector 15,radio,2315331,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Inspector 13,radio,2315332,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Echo 33,radio,2315349,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Inspector 14,radio,2315423,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Inspector 17,radio,2315427,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Aeromed 92,radio,2315430,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 518,radio,2315432,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 521 - North Wahroonga,radio,2315466,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 548 - Narrenburn,radio,2315467,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Inspector 16,radio,2315468,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Inspector 11 - Inspector - Point Clare,radio,2315512,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 121,radio,2315533,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 541 - North Narrenburn,radio,2315548,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 542,radio,2315559,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Hospital - Northern Beaches,radio,2315560,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Narrabeen Station,radio,2315562,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 229 - Wyong?,radio,2315607,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 208,radio,2315650,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Inspector 53,radio,2315661,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 248,radio,2315675,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 111 - Terrigal,radio,2315707,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 988 - Point Clare,radio,2315710,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Inspector 12,radio,2315731,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - SOP 38,radio,2315836,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 263 - Raymond Terrace,radio,2315899,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 113 - Doylson,radio,2315942,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 233 - Cooranbong,radio,2315943,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 115,radio,2315953,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 294,radio,2316014,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 285,radio,2316072,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Aero 83,radio,2316076,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Aero 82,radio,2316126,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Retrieval 81,radio,2316135,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Aero 95,radio,2316180,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 118,radio,2316248,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 254,radio,2316255,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - SOP 38,radio,2316328,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - PICU 18,radio,2316487,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 280 - Stockton,radio,2316489,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Aero 93,radio,2316553,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Wahroonga Station,radio,2316563,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 268 - Ettalong,radio,2316595,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Aero 94,radio,2316598,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Hamlyn Terrace Station,radio,2316661,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Toukley Station,radio,2316664,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Northern - Gosford Ops,radio,2317116,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Westpac 2,radio,2317195,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Northern - Newcastle Ops,radio,2319803,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Northern - Gosford Ops,radio,2319804,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Northern - Hunter Ops,radio,2319805,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Sydney - South West Ops,radio,2319824,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Sydney - North Ops,radio,2319826,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Sydney - South Ops,radio,2319827,APCO25
NSWGRN,NSWAS,,-8388480,Sydney Far South West Ops,radio,2319828,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Sydney - Far West Ops,radio,2319829,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Sydney - West Ops,radio,2319830,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Sydney - East Ops,radio,2319831,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Hospital - John Hunter,radio,2320261,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 19,radio,2320995,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 204 - Point Clare,radio,2324004,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 216 - Ettalong,radio,2324086,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 225,radio,2324129,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Inspector 14,radio,2324131,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 223 - Terrigal,radio,2324169,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 227 - Toukley,radio,2324215,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 221 - Terrigal,radio,2324337,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 255 - Morriset,radio,2324432,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 256 - Doyalson,radio,2324510,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Inspector 12,radio,2324593,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 978 - Toukley,radio,2324647,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Inspector 129,radio,2324687,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 209 - Wyong,radio,2324749,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Inspector 11,radio,2324894,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Inspector 15,radio,2324908,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - ECP 73,radio,2325967,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 235 - Doyalson,radio,2325988,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 528,radio,2326680,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Artarmon Station,radio,2328003,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Careflight 4 ?,radio,2330223,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 13,radio,2330490,APCO25
NSWGRN,NSWAS,,-8388480,SLSNSW - Lifesaver 23,radio,2330677,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 209 - Wyong,radio,2331001,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 990 - Bateau Bay,radio,2331004,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - ECP 74,radio,2331014,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Inspector 18,radio,2331016,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 220,radio,2331036,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 232 - Cooranbong,radio,2331037,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 978 - Toukley,radio,2331038,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 237,radio,2331090,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 112,radio,2331091,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 228,radio,2331099,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 235 - Doyalson,radio,2331101,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 236 - Doyalson,radio,2331171,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 73 - Bateau Bay?,radio,2331177,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 201 - Ettalong,radio,2331185,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 255 - Morriset,radio,2331195,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 219 - Ettalong,radio,2331200,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 216 - Ettalong,radio,2331211,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 217 - Boolaroo,radio,2331212,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 233 - Hawkesbury River,radio,2331213,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 218,radio,2331223,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 203 - Toukley,radio,2331236,APCO25
NSWGRN,NSWAS,,-8388480,NSWAS - Car 268 - Ettalong,radio,2331750,APCO25
NSWGRN,FERRIES,,-8388480,Sydney Ferries - Friendship,radio,2350008,APCO25
NSWGRN,FERRIES,,-8388480,Sydney Ferries - Marlene Mathews,radio,2350012,APCO25
NSWGRN,FERRIES,,-8388480,Sydney Ferries - Mary MacKillop,radio,2350014,APCO25
NSWGRN,FERRIES,,-8388480,Sydney Ferries - Golden Grove,radio,2350015,APCO25
NSWGRN,FERRIES,,-8388480,Captain Cook Cruises - Violet McKenzie,radio,2350027,APCO25
NSWGRN,FERRIES,,-8388480,Sydney Ferries - Nicole Livingstone,radio,2350037,APCO25
NSWGRN,FERRIES,,-8388480,Sydney Ferries - Narrabeen,radio,2350039,APCO25
NSWGRN,FERRIES,,-8388480,Sydney Ferries - Freshwater,radio,2350044,APCO25
NSWGRN,FERRIES,,-8388480,Captain Cook Cruises - Mary Reibey,radio,2350055,APCO25
NSWGRN,FERRIES,,-8388480,Sydney Ferries - Fishburn,radio,2350062,APCO25
NSWGRN,FERRIES,,-8388480,Sydney Ferries - Dawn Frazer,radio,2350063,APCO25
NSWGRN,FERRIES,,-8388480,Sydney Ferries - Sirius,radio,2350065,APCO25
NSWGRN,FERRIES,,-8388480,Sydney Ferries - Charlotte,radio,2350075,APCO25
NSWGRN,FERRIES,,-8388480,Sydney Ferries - SuperCat 4,radio,2350077,APCO25
NSWGRN,FERRIES,,-8388480,Sydney Ferries - Shane Gould,radio,2350079,APCO25
NSWGRN,FERRIES,,-8388480,Sydney Ferries - Scarbroough,radio,2350087,APCO25
NSWGRN,FERRIES,,-8388480,Sydney Ferries - Marjorie Jackson,radio,2350092,APCO25
NSWGRN,FERRIES,,-8388480,Sydney Ferries - Louise Sauvage,radio,2350114,APCO25
NSWGRN,FERRIES,,-8388480,Sydney Ferries - Alexander,radio,2350116,APCO25
NSWGRN,FERRIES,,-8388480,Sydney Ferries - Supply,radio,2350229,APCO25
NSWGRN,FERRIES,,-8388480,Sydney Ferries - Manly Wharf,radio,2350247,APCO25
NSWGRN,FERRIES,,-8388480,Captain Cook Cruises - Jillian,radio,2350248,APCO25
NSWGRN,FERRIES,,-8388480,Sydney Ferries - Catherine Hamlin,radio,2350279,APCO25
NSWGRN,FERRIES,,-8388480,Sydney Ferries - May Gibbs,radio,2350280,APCO25
NSWGRN,FERRIES,,-8388480,Sydney Ferries - Bungaree,radio,2350281,APCO25
NSWGRN,FERRIES,,-8388480,Sydney Ferries - Fred Hallows,radio,2350282,APCO25
NSWGRN,FERRIES,,-8388480,Sydney Ferries - Pemulwuy,radio,2350283,APCO25
NSWGRN,FERRIES,,-8388480,Sydney Ferries - Victor Chang,radio,2350284,APCO25
NSWGRN,FERRIES,,-8388480,Captain Cook - Jillian,radio,2350289,APCO25
NSWGRN,FERRIES,,-8388480,Sydney Ferries - Radio Control,radio,2350981,APCO25
NSWGRN,FERRIES,,-8388480,Sydney Trains - VRW,radio,2370003,APCO25
NSWGRN,FERRIES,,-8388480,NSW Sydney - VRW,radio,2370005,APCO25
NSWGRN,FERRIES,,-8388480,Sydney Trains - Fire 1,radio,2370057,APCO25
NSWGRN,FERRIES,,-8388480,Sydney Trains - VRW,radio,2370124,APCO25
NSWGRN,FERRIES,,-8388480,Sydney Trains - Security - Mortdale Maintenance Center,radio,2372509,APCO25
NSWGRN,FERRIES,,-8388480,Sydney Trains - Fire 1,radio,2372562,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - Kilo 7,radio,2380059,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - RMS 24,radio,2380215,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - Oscar 3,radio,2380228,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - RMS 23,radio,2380237,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - RMS 25,radio,2380333,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - RMS 62,radio,2380387,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - RMS 62,radio,2380414,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - RMS 60,radio,2380453,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - RMS 23,radio,2380454,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - RMS 25,radio,2380457,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - RMS 24,radio,2380463,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - Transport 15,radio,2380489,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - RMS 61,radio,2380503,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - Oscar 5,radio,2380528,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - RMS 23,radio,2380576,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - Transport 11,radio,2380585,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - Transport 23,radio,2380603,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - Transport 10,radio,2380616,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - Transport 20,radio,2380618,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - Transport 14,radio,2380623,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - Oscar 9,radio,2380626,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - Transport 9,radio,2380636,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - TMC,radio,2380678,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - Oscar 9,radio,2380690,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - Oscar 19,radio,2380710,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - Oscar 7,radio,2380731,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - Oscar 8,radio,2380734,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - Oscar 3,radio,2380736,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - Oscar 2,radio,2380738,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - Oscar 21,radio,2380739,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - Oscar 3,radio,2380742,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - Transport 17,radio,2380744,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - Transport 22,radio,2380745,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - Transport 9,radio,2380748,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - Transport 24,radio,2380749,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - Transport 15,radio,2380751,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - Oscar 2,radio,2380754,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - Oscar 4,radio,2380760,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - Oscar 6,radio,2380767,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - Oscar 6,radio,2380768,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - Kilo 3,radio,2380771,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - Oscar 2,radio,2380773,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - Oscar 3,radio,2380784,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - Oscar 3,radio,2380790,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - Oscar 9,radio,2380793,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - Oscar 6,radio,2380795,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - Oscar 20,radio,2380797,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - Oscar 7,radio,2380799,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - Oscar 6/60,radio,2380828,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - Kilo 7,radio,2380832,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - Kilo 3,radio,2380839,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - Kilo 7,radio,2380843,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - Oscar 2,radio,2380881,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - Oscar 5,radio,2380899,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - Oscar 40,radio,2380904,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - Oscar 5,radio,2380913,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - Oscar 2,radio,2380914,APCO25
NSWGRN,RMS – Road,,-8388480,RMS - Road - Oscar 3,radio,2380918,APCO25
NSWGRN,RMS – Maritime,,-8388480,RMS - Maritime - Newcastle,radio,2430044,APCO25
